Name,Stock ID,Yahoo ticker,LC
Cemex SAB de CV,US1512908898,CEXA.SG,Germany
Cemex SAB de CV,MXP225611567,CEMEXCPO.MX,Mexico
Cencora Inc,US03073E1055,COR,United States
Cencosud SA,CL0000000100,CENCOSUD.SN,Chile
Cenovus Energy Inc,CA15135U1093,CVE.TO,Canada
Centene Corp,US15135B1017,CNC,United States
CenterPoint Energy Inc,US15189T1079,CNP,United States
Centrais Eletricas Brasileiras SA,BRELETACNPB7,ELET6.SA,Brazil
Centrais Eletricas Brasileiras SA,BRELETACNOR6,ELET3.SA,Brazil
Central Japan Railway Co,JP3566800003,9022.T,Japan
Central Pattana PCL,TH0481010R10,CPN-R.BK,Thailand
Central Retail Corp PCL,TH9597010R14,CRC-R.BK,Thailand
Centrica PLC,GB00B033F229,CNA.L,United Kingdom
Cettire Ltd,AU0000122210,CTT.AX,Australia
CEZ AS,CZ0005112300,CEZ.PR,Czechia
CF Industries Holdings Inc,US1252691001,CF,United States
CGI Inc,CA12532H1047,GIB-A.TO,Canada
CGN Power Co Ltd,CNE100001T80,1816.HK,Hong Kong
CGN Power Co Ltd,CNE100003N43,003816.SZ,China
CG Power & Industrial Solutions Ltd,INE067A01029,CGPOWER.NS,India
Chailease Holding Co Ltd,KYG202881093,5871.TW,Taiwan
Chalice Mining Ltd,AU000000CHN7,CHN.AX,Australia
Challenger Ltd,AU000000CGF5,CGF.AX,Australia
Champion Iron Ltd,AU000000CIA2,CIA.AX,Australia
Chandra Asri Pacific Tbk PT,ID1000090301,TPIA.JK,Indonesia
Changchun High-Tech Industry Group Co Ltd,CNE0000007J8,000661.SZ,China
Chang Hwa Commercial Bank Ltd,TW0002801008,2801.TW,Taiwan
Changjiang Securities Co Ltd,CNE000000SH3,000783.SZ,China
Changzhou Xingyu Automotive Lighting Systems Co Ltd,CNE1000011H2,601799.SS,China
Chaozhou Three-Circle Group Co Ltd,CNE100001Y42,300408.SZ,China
Charles River Laboratories International Inc,US1598641074,CRL,United States
Charles Schwab Corp/The,US8085131055,SCHW,United States
Charoen Pokphand Foods PCL,TH0101010R14,CPF-R.BK,Thailand
Charoen Pokphand Indonesia Tbk PT,ID1000117708,CPIN.JK,Indonesia
Charter Communications Inc,US16119P1084,CHTR,United States
Check Point Software Technologies Ltd,IL0010824113,CHKP,United States
Cheng Shin Rubber Industry Co Ltd,TW0002105004,2105.TW,Taiwan
Cheniere Energy Inc,US16411R2085,LNG,United States
Chevron Corp,US1667641005,CVX,United States
Chiba Bank Ltd/The,JP3511800009,8331.T,Japan
China Airlines Ltd,TW0002610003,2610.TW,Taiwan
China CITIC Bank Corp Ltd,CNE1000001Q4,0998.HK,Hong Kong
China Communications Services Corp Ltd,CNE1000002G3,0552.HK,Hong Kong
China Construction Bank Corp,CNE1000002H1,0939.HK,Hong Kong
China Construction Bank Corp,CNE100000742,601939.SS,China
China CSSC Holdings Ltd,CNE000000W05,600150.SS,China
China Eastern Airlines Corp Ltd,CNE000000TR0,600115.SS,China
China Energy Engineering Corp Ltd,CNE100004QL0,601868.SS,China
China Everbright Bank Co Ltd,CNE100000SL4,601818.SS,China
China Everbright Bank Co Ltd,CNE100001QW3,6818.HK,Hong Kong
China Feihe Ltd,KYG2121Q1055,6186.HK,Hong Kong
China Galaxy Securities Co Ltd,CNE100001NT6,6881.HK,Hong Kong
China Galaxy Securities Co Ltd,CNE100002FG7,601881.SS,China
China Gas Holdings Ltd,BMG2109G1033,0384.HK,Hong Kong
China Greatwall Technology Group Co Ltd,CNE000000RL7,000066.SZ,China
China Hongqiao Group Ltd,KYG211501005,1378.HK,Hong Kong
China International Capital Corp Ltd,CNE1000048J0,601995.SS,China
China International Capital Corp Ltd,CNE100002359,3908.HK,Hong Kong
China Jushi Co Ltd,CNE000000YM1,600176.SS,China
China Life Insurance Co Ltd,CNE1000002L3,2628.HK,Hong Kong
China Life Insurance Co Ltd,CNE000001Q93,601628.SS,China
China Literature Ltd,KYG2121R1039,0772.HK,Hong Kong
China Longyuan Power Group Corp Ltd,CNE100000HD4,0916.HK,Hong Kong
China Medical System Holdings Ltd,KYG211081248,0867.HK,Hong Kong
China Mengniu Dairy Co Ltd,KYG210961051,2319.HK,Hong Kong
China Merchants Bank Co Ltd,CNE1000002M1,3968.HK,Hong Kong
China Merchants Bank Co Ltd,CNE000001B33,600036.SS,China
China Merchants Energy Shipping Co Ltd,CNE000001PQ8,601872.SS,China
China Merchants Expressway Network & Technology Holdings Co Ltd,CNE1000032B1,001965.SZ,China
China Merchants Port Holdings Co Ltd,HK0144000764,0144.HK,Hong Kong
China Merchants Securities Co Ltd,CNE100000HK9,600999.SS,China
China Merchants Shekou Industrial Zone Holdings Co Ltd,CNE100002FC6,001979.SZ,China
China Minsheng Banking Corp Ltd,CNE0000015Y0,600016.SS,China
China Minsheng Banking Corp Ltd,CNE100000HF9,1988.HK,Hong Kong
China National Building Material Co Ltd,CNE1000002N9,3323.HK,Hong Kong
China National Chemical Engineering Co Ltd,CNE100000KC0,601117.SS,China
China National Nuclear Power Co Ltd,CNE1000022N7,601985.SS,China
China National Software & Service Co Ltd,CNE000001BB0,600536.SS,China
China Northern Rare Earth Group High-Tech Co Ltd,CNE000000T18,600111.SS,China
China Oilfield Services Ltd,CNE1000002P4,2883.HK,Hong Kong
China Overseas Land & Investment Ltd,HK0688002218,0688.HK,Hong Kong
China Pacific Insurance Group Co Ltd,CNE1000009Q7,2601.HK,Hong Kong
China Pacific Insurance Group Co Ltd,CNE1000008M8,601601.SS,China
China Petroleum & Chemical Corp,CNE0000018G1,600028.SS,China
China Petroleum & Chemical Corp,CNE1000002Q2,0386.HK,Hong Kong
China Power International Development Ltd,HK2380027329,2380.HK,Hong Kong
China Railway Group Ltd,CNE1000007Z2,0390.HK,Hong Kong
China Railway Group Ltd,CNE100000866,601390.SS,China
China Railway Signal & Communication Corp Ltd,CNE100003MP2,688009.SS,China
China Resources Beer Holdings Co Ltd,HK0291001490,0291.HK,Hong Kong
China Resources Gas Group Ltd,BMG2113B1081,1193.HK,Hong Kong
China Resources Land Ltd,KYG2108Y1052,1109.HK,Hong Kong
China Resources Microelectronics Ltd,CNE100003S06,688396.SS,China
China Resources Mixc Lifestyle Services Ltd,KYG2122G1064,1209.HK,Hong Kong
China Resources Pharmaceutical Group Ltd,HK0000311099,3320.HK,Hong Kong
China Resources Power Holdings Co Ltd,HK0836012952,0836.HK,Hong Kong
China Resources Sanjiu Medical & Pharmaceutical Co Ltd,CNE0000011K8,000999.SZ,China
China Ruyi Holdings Ltd,BMG4404N1149,0136.HK,Hong Kong
China Southern Airlines Co Ltd,CNE000001FG0,600029.SS,China
China State Construction Engineering Corp Ltd,CNE100000F46,601668.SS,China
China State Construction International Holdings Ltd,KYG216771363,3311.HK,Hong Kong
China Steel Corp,TW0002002003,2002.TW,Taiwan
China Taiping Insurance Holdings Co Ltd,HK0000055878,0966.HK,Hong Kong
China Three Gorges Renewables Group Co Ltd,CNE1000051F2,600905.SS,China
China Tourism Group Duty Free Corp Ltd,CNE100000G29,601888.SS,China
China Tower Corp Ltd,CNE100003688,0788.HK,Hong Kong
China United Network Communications Ltd,CNE000001CS2,600050.SS,China
China Vanke Co Ltd,CNE100001SR9,2202.HK,Hong Kong
China Vanke Co Ltd,CNE0000000T2,000002.SZ,China
China Yangtze Power Co Ltd,CNE000001G87,600900.SS,China
China Zheshang Bank Co Ltd,CNE100003PS9,601916.SS,China
Chipotle Mexican Grill Inc,US1696561059,CMG,United States
Chocoladefabriken Lindt & Spruengli AG,CH0010570759,LISN.SW,Switzerland
Chocoladefabriken Lindt & Spruengli AG,CH0010570767,LISP.SW,Switzerland
Cholamandalam Investment and Finance Co Ltd,INE121A01024,CHOLAFIN.BO,India
Chongqing Brewery Co Ltd,CNE000000TL3,600132.SS,China
Chongqing Changan Automobile Co Ltd,CNE000000R36,000625.SZ,China
Chongqing Zhifei Biological Products Co Ltd,CNE100000V20,300122.SZ,China
Chorus Ltd,NZCNUE0001S2,CNU.NZ,New Zealand
Chow Tai Fook Jewellery Group Ltd,KYG211461085,1929.HK,Hong Kong
CH Robinson Worldwide Inc,US12541W2098,CHRW,United States
Chrysos Corp Ltd,AU0000218190,C79.AX,Australia
Chubb Ltd,CH0044328745,CB,United States
Chubu Electric Power Co Inc,JP3526600006,9502.T,Japan
Chugai Pharmaceutical Co Ltd,JP3519400000,4519.T,Japan
Chunghwa Telecom Co Ltd,TW0002412004,2412.TW,Taiwan
Church & Dwight Co Inc,US1713401024,CHD,United States
Cia de Minas Buenaventura SAA,US2044481040,BVN,United States
Cia de Saneamento Basico do Estado de Sao Paulo SABESP,BRSBSPACNOR5,SBSP3.SA,Brazil
Cia Energetica de Minas Gerais,BRCMIGACNPR3,CMIG4.SA,Brazil
Cia Paranaense de Energia - Copel,BRCPLEACNPB9,CPLE6.SA,Brazil
Cia Siderurgica Nacional SA,BRCSNAACNOR6,CSNA3.SA,Brazil
Cie de Saint-Gobain SA,FR0000125007,SGO.PA,France
Cie Financiere Richemont SA,CH0210483332,CFR.SW,Switzerland
Cie Generale des Etablissements Michelin SCA,FR001400AJ45,ML.PA,France
Cigna Group/The,US1255231003,CI,United States
CIMB Group Holdings Bhd,MYL1023OO000,1023.KL,Malaysia
Cincinnati Financial Corp,US1720621010,CINF,United States
Cintas Corp,US1729081059,CTAS,United States
Cipla Ltd/India,INE059A01026,CIPLA.NS,India
Cisco Systems Inc,US17275R1023,CSCO,United States
CITIC Ltd,HK0267001375,0267.HK,Hong Kong
CITIC Securities Co Ltd,CNE000001DB6,600030.SS,China
CITIC Securities Co Ltd,CNE1000016V2,6030.HK,Hong Kong
Citigroup Inc,US1729674242,C,United States
Citizens Financial Group Inc,US1746101054,CFG,United States
CJ CheilJedang Corp,KR7097950000,097950.KS,South Korea
CK Asset Holdings Ltd,KYG2177B1014,1113.HK,Hong Kong
CK Hutchison Holdings Ltd,KYG217651051,0001.HK,Hong Kong
CK Infrastructure Holdings Ltd,BMG2178K1009,1038.HK,Hong Kong
Clariant AG,CH0012142631,CLN.SW,Switzerland
Clarity Pharmaceuticals Ltd,AU0000165375,CU6.AX,Australia
Cleanaway Waste Management Ltd,AU000000CWY3,CWY.AX,Australia
Clean Harbors Inc,US1844961078,CLH,United States
Clicks Group Ltd,ZAE000134854,CLS.JO,South Africa
Clinuvel Pharmaceuticals Ltd,AU000000CUV3,CUV.AX,Australia
Clorox Co/The,US1890541097,CLX,United States
Close The Loop Ltd,AU0000186504,CLG.AX,Australia
Cloudflare Inc,US18915M1071,NET,United States
CLP Holdings Ltd,HK0002007356,0002.HK,Hong Kong
CME Group Inc,US12572Q1058,CME,United States
CMOC Group Ltd,CNE100000114,3993.HK,Hong Kong
CMOC Group Ltd,CNE100001NR0,603993.SS,China
CMS Energy Corp,US1258961002,CMS,United States
CNGR Advanced Material Co Ltd,CNE1000049X9,300919.SZ,China
CNH Industrial NV,NL0010545661,CNH,United States
CNPC Capital Co Ltd,CNE000000MS3,000617.SZ,China
Coca-Cola Co/The,US1912161007,KO,United States
Coca-Cola Europacific Partners PLC,GB00BDCPN049,CCEP.AS,Netherlands
Coca-Cola Femsa SAB de CV,MX01KO000002,KOFUBL.MX,Mexico
Coca-Cola Femsa SAB de CV,US1912411089,KOF,United States
Coca-Cola HBC AG,CH0198251305,CCH.L,United Kingdom
Coca-Cola Icecek AS,TRECOLA00011,CCOLA.IS,Turkey
Cochlear Ltd,AU000000COH5,COH.AX,Australia
Codan Ltd,AU000000CDA3,CDA.AX,Australia
Cognizant Technology Solutions Corp,US1924461023,CTSH,United States
Coinbase Global Inc,US19260Q1076,COIN,United States
Coles Group Ltd,AU0000030678,COL.AX,Australia
Colgate-Palmolive Co,US1941621039,CL,United States
Colgate-Palmolive India Ltd,INE259A01022,COLPAL.BO,India
Collins Foods Ltd,AU000000CKF7,CKF.AX,Australia
Coloplast A/S,DK0060448595,COLO-B.CO,Denmark
Comcast Corp,US20030N1019,CMCSA,United States
Comfort Systems USA Inc,US1999081045,FIX,United States
Commercial Bank PSQC/The,QA0007227752,CBQK.QA,Qatar
Commercial International Bank - Egypt (CIB),EGS60121C018,EGS60121C018.CA,
Commercial International Bank - Egypt (CIB),US2017122050,CBKD.IL,United Kingdom
Commerzbank AG,DE000CBK1001,CBK.DE,Germany
Commonwealth Bank of Australia,AU000000CBA7,CBA.AX,Australia
Compal Electronics Inc,TW0002324001,2324.TW,Taiwan
Compass Group PLC,GB00BD6K4575,CPG.L,United Kingdom
Computershare Ltd,AU000000CPU5,CPU.AX,Australia
Conagra Brands Inc,US2058871029,CAG,United States
Concordia Financial Group Ltd,JP3305990008,7186.T,Japan
ConocoPhillips,US20825C1045,COP,United States
Consolidated Edison Inc,US2091151041,ED,United States
Constellation Brands Inc,US21036P1084,STZ,United States
Constellation Energy Corp,US21037T1097,CEG,United States
Constellation Software Inc/Canada,CA21037X1006,CSU.TO,Canada
Container Corp Of India Ltd,INE111A01025,CONCOR.NS,India
Contemporary Amperex Technology Co Ltd,CNE100003662,300750.SZ,China
Continental AG,DE0005439004,CON.DE,Germany
Cooper Cos Inc/The,US2166485019,COO,United States
Copart Inc,US2172041061,CPRT,United States
Corebridge Financial Inc,US21871X1090,CRBG,United States
Corning Inc,US2193501051,GLW,United States
Coronado Global Resources Inc,AU0000026122,CRN.AX,Australia
Corpay Inc,US2199481068,CPAY,United States
Corteva Inc,US22052L1044,CTVA,United States
Cosan SA,BRCSANACNOR6,CSAN3.SA,Brazil
COSCO SHIPPING Energy Transportation Co Ltd,CNE000001BD6,600026.SS,China
COSCO SHIPPING Energy Transportation Co Ltd,CNE1000002S8,1138.HK,Hong Kong
COSCO SHIPPING Holdings Co Ltd,CNE1000002J7,1919.HK,Hong Kong
COSCO SHIPPING Holdings Co Ltd,CNE100000601,601919.SS,China
CoStar Group Inc,US22160N1090,CSGP,United States
Costco Wholesale Corp,US22160K1051,COST,United States
Country Garden Holdings Co Ltd,KYG245241032,2007.HK,Hong Kong
Country Garden Services Holdings Co Ltd,KYG2453A1085,6098.HK,Hong Kong
Coupang Inc,US22266T1097,CPNG,United States
Covestro AG,DE000A40KY26,1CO.DE,Germany
Coway Co Ltd,KR7021240007,021240.KS,South Korea
CP ALL PCL,TH0737010Y16,LVN.SG,Germany
CP ALL PCL,TH0737010R15,CPALL-R.BK,Thailand
CP AXTRA PCL,THC450010R16,CPAXT-R.BK,Thailand
CPFL Energia SA,BRCPFEACNOR0,CPFE3.SA,Brazil
Credicorp Ltd,BMG2519Y1084,BAP,United States
Credit Agricole SA,FR0000045072,ACA.PA,France
Credit Corp Group Ltd,AU000000CCP3,CCP.AX,Australia
CRH PLC,IE0001827041,CRH,United States
Criteo SA,US2267181046,CRTO,United States
Croda International PLC,GB00BJFFLV09,CRDA.L,United Kingdom
Crowdstrike Holdings Inc,US22788C1053,CRWD,United States
Crown Holdings Inc,US2283681060,CCK,United States
CRRC Corp Ltd,CNE100000BG0,1766.HK,Hong Kong
CRRC Corp Ltd,CNE100000CP9,601766.SS,China
CSC Financial Co Ltd,CNE1000031T5,601066.SS,China
CSL Ltd,AU000000CSL8,CSL.AX,Australia
CSPC Pharmaceutical Group Ltd,HK1093012172,1093.HK,Hong Kong
CSX Corp,US1264081035,CSX,United States
CTBC Financial Holding Co Ltd,TW0002891009,2891.TW,Taiwan
CTS Eventim AG & Co KGaA,DE0005470306,EVD.DE,Germany
Cummins Inc,US2310211063,CMI,United States
Cummins India Ltd,INE298A01020,CUMMINSIND.BO,India
CVC Capital Partners PLC,JE00BRX98089,CVC.AS,Netherlands
CVS Health Corp,US1266501006,CVS,United States
CyberArk Software Ltd,IL0011334468,CYBR,United States
Dabur India Ltd,INE016A01026,DABUR.NS,India
Daifuku Co Ltd,JP3497400006,6383.T,Japan
Dai-ichi Life Holdings Inc,JP3476480003,8750.T,Japan
Daiichi Sankyo Co Ltd,JP3475350009,4568.T,Japan
Daikin Industries Ltd,JP3481800005,6367.T,Japan
Daimler Truck Holding AG,DE000DTR0CK8,DTG.DE,Germany
Dai Nippon Printing Co Ltd,JP3493800001,7912.T,Japan
Daito Trust Construction Co Ltd,JP3486800000,1878.T,Japan
Daiwa House Industry Co Ltd,JP3505000004,1925.T,Japan
Daiwa Securities Group Inc,JP3502200003,8601.T,Japan
Danaher Corp,US2358511028,DHR,United States
Danone SA,FR0000120644,BN.PA,France
Danske Bank A/S,DK0010274414,DANSKE.CO,Denmark
Daqin Railway Co Ltd,CNE000001NG4,601006.SS,China
Darden Restaurants Inc,US2371941053,DRI,United States
DaShenLin Pharmaceutical Group Co Ltd,CNE100002RG2,603233.SS,China
Dassault Systemes SE,FR0014003TT8,DSY.PA,France
Data#3 Ltd,AU000000DTL4,DTL.AX,Australia
Datadog Inc,US23804L1035,DDOG,United States
Davide Campari-Milano NV,NL0015435975,CPR.MI,Italy
DaVita Inc,US23918K1088,DVA,United States
Dayforce Inc,US15677J1088,DAY,United States
DB Insurance Co Ltd,KR7005830005,005830.KS,South Korea
DBS Group Holdings Ltd,SG1L01001701,D05.SI,Singapore
DCC PLC,IE0002424939,DCC.L,United Kingdom
Deckers Outdoor Corp,US2435371073,DECK,United States
Deep Yellow Ltd,AU000000DYL4,DYL.AX,Australia
Deere & Co,US2441991054,DE,United States
De Grey Mining Ltd,AU000000DEG6,,
Delivery Hero SE,DE000A2E4K43,DHER.DE,Germany
Dell Technologies Inc,US24703L2025,DELL,United States
Delta Air Lines Inc,US2473617023,DAL,United States
Delta Electronics Inc,TW0002308004,2308.TW,Taiwan
Delta Electronics Thailand PCL,TH0528010R18,DELTA-R.BK,Thailand
Delta Electronics Thailand PCL,TH0528A10Z14,DLS.F,Germany
Demant A/S,DK0060738599,DEMANT.CO,Denmark
Denso Corp,JP3551500006,6902.T,Japan
Dentsu Group Inc,JP3551520004,4324.T,Japan
Descartes Systems Group Inc/The,CA2499061083,DSG.TO,Canada
Deterra Royalties Ltd,AU0000107484,DRR.AX,Australia
Deutsche Bank AG,DE0005140008,DBK.DE,Germany
Deutsche Boerse AG,DE0005810055,DB1.DE,Germany
Deutsche Lufthansa AG,DE0008232125,LHA.DE,Germany
Deutsche Post AG,DE0005552004,DHL.DE,Germany
Deutsche Telekom AG,DE0005557508,DTE.DE,Germany
Develop Global Ltd,AU0000179707,DVP.AX,Australia
Devon Energy Corp,US25179M1036,DVN,United States
Dexcom Inc,US2521311074,DXCM,United States
Diageo PLC,GB0002374006,DGE.L,United Kingdom
DiaSorin SpA,IT0003492391,DIA.MI,Italy
Dicker Data Ltd,AU000000DDR5,DDR.AX,Australia
Dick's Sporting Goods Inc,US2533931026,DKS,United States
DiDi Global Inc,US23292E1082,92S.HA,Germany
D'ieteren Group,BE0974259880,DIE.BR,Belgium
Dino Polska SA,PLDINPL00011,DNP.WA,Poland
Disco Corp,JP3548600000,6146.T,Japan
Discover Financial Services,US2547091080,,
Discovery Ltd,ZAE000022331,DSY.JO,South Africa
Divi's Laboratories Ltd,INE361B01024,DIVISLAB.NS,India
Dixon Technologies India Ltd,INE935N01020,DIXON.NS,India
DLF Ltd,INE271C01023,DLF.NS,India
DNB Bank ASA,NO0010161896,DNB.OL,Norway
DocuSign Inc,US2561631068,DOCU,United States
Dollarama Inc,CA25675T1075,DOL.TO,Canada
Dollar General Corp,US2566771059,DG,United States
Dollar Tree Inc,US2567461080,DLTR,United States
Domain Holdings Australia Ltd,AU000000DHG9,,
Dominion Energy Inc,US25746U1097,D,United States
Domino's Pizza Enterprises Ltd,AU000000DMP0,DMP.AX,Australia
Domino's Pizza Inc,US25754A2015,DPZ,United States
Dongfang Electric Corp Ltd,CNE000000J28,600875.SS,China
Dongxing Securities Co Ltd,CNE100002177,601198.SS,China
DoorDash Inc,US25809K1051,DASH,United States
Doosan Bobcat Inc,KR7241560002,241560.KS,South Korea
Doosan Enerbility Co Ltd,KR7034020008,034020.KS,South Korea
Dover Corp,US2600031080,DOV,United States
Dow Inc,US2605571031,DOW,United States
Downer EDI Ltd,AU000000DOW2,DOW.AX,Australia
DraftKings Inc,US26142V1052,DKNG,United States
DR Horton Inc,US23331A1097,DHI,United States
Dr Ing hc F Porsche AG,DE000PAG9113,P911.DE,Germany
Dropbox Inc,US26210C1045,DBX,United States
Dr Reddy's Laboratories Ltd,INE089A01031,DRREDDY.BO,India
DSM-Firmenich AG,CH1216478797,DSFIR.AS,Netherlands
DSV A/S,DK0060079531,DSV.CO,Denmark
DTE Energy Co,US2333311072,DTE,United States
Dubai Islamic Bank PJSC,AED000201015,DIB.AE,United Arab Emirates
Duke Energy Corp,US26441C2044,DUK,United States
Dukhan Bank,QA000B982PM1,DUBK.QA,Qatar
DuPont de Nemours Inc,US26614N1028,DD,United States
Dynatrace Inc,US2681501092,DT,United States
Eagers Automotive Ltd,AU000000APE3,APE.AX,Australia
East Japan Railway Co,JP3783600004,9020.T,Japan
Eastman Chemical Co,US2774321002,EMN,United States
East Money Information Co Ltd,CNE100000MD4,300059.SZ,China
Eastroc Beverage Group Co Ltd,CNE100005576,605499.SS,China
Eaton Corp PLC,IE00B8KQN827,ETN,United States
eBay Inc,US2786421030,EBAY,United States
EBOS Group Ltd,NZEBOE0001S6,EBO.NZ,New Zealand
EBR Systems Inc,AU0000182552,EBR.AX,Australia
Eclat Textile Co Ltd,TW0001476000,1476.TW,Taiwan
Ecolab Inc,US2788651006,ECL,United States
Ecopro BM Co Ltd,KR7247540008,247540.KQ,South Korea
Ecopro Co Ltd,KR7086520004,086520.KQ,South Korea
Ecopro Materials Co Ltd,KR7450080007,450080.KS,South Korea
Ecovacs Robotics Co Ltd,CNE1000031N8,603486.SS,China
Edenred SE,FR0010908533,EDEN.PA,France
Edison International,US2810201077,EIX,United States
EDP Renovaveis SA,ES0127797019,EDPR.LS,Portugal
EDP SA,PTEDP0AM0009,EDP.LS,Portugal
Edwards Lifesciences Corp,US28176E1082,EW,United States
Eicher Motors Ltd,INE066A01021,EICHERMOT.BO,India
Eiffage SA,FR0000130452,FGR.PA,France
E Ink Holdings Inc,TW0008069006,8069.TWO,Taiwan
Eisai Co Ltd,JP3160400002,4523.T,Japan
Elders Ltd,AU000000ELD6,AU000000ELD6.SG,Germany
Eldorado Gold Corp,CA2849025093,ELD.TO,Canada
Electronic Arts Inc,US2855121099,EA,United States
Element Fleet Management Corp,CA2861812014,EFN.TO,Canada
Elevance Health Inc,US0367521038,ELV,United States
elf Beauty Inc,US26856L1035,ELF,United States
Elia Group SA/NV,BE0003822393,ELI.BR,Belgium
Eli Lilly & Co,US5324571083,LLY,United States
Elisa Oyj,FI0009007884,ELISA.HE,Finland
Emaar Properties PJSC,AEE000301011,EMAAR.AE,United Arab Emirates
Embraer SA,BREMBRACNOR4,EMBR3.SA,Brazil
EMCOR Group Inc,US29084Q1004,EME,United States
Emeco Holdings Ltd,AU000000EHL7,EHL.AX,Australia
eMemory Technology Inc,TW0003529004,3529.TWO,Taiwan
Emera Inc,CA2908761018,EMA.TO,Canada
Emerald Resources NL,AU000000EMR4,EMR.AX,Australia
Emerson Electric Co,US2910111044,EMR,United States
Emirates NBD Bank PJSC,AEE000801010,EMIRATESNBD.AE,United Arab Emirates
Emirates Telecommunications Group Co PJSC,AEE000401019,,
Empire Co Ltd,CA2918434077,EMP-A.TO,Canada
Empresas CMPC SA,CL0000001314,CMPC.SN,Chile
Empresas Copec SA,CLP7847L1080,COPEC.SN,Chile
EMS-Chemie Holding AG,CH0016440353,EMSN.SW,Switzerland
Enbridge Inc,CA29250N1050,ENB.TO,Canada
Enchem Co Ltd,KR7348370008,348370.KQ,South Korea
Endeavour Group Ltd/Australia,AU0000154833,AU0000154833.SG,Germany
Endeavour Mining PLC,GB00BL6K5J42,EDV.TO,Canada
Endesa SA,ES0130670112,ELE.MC,Spain
Enel Americas SA,CLP371861061,ENELAM.SN,Chile
Enel Chile SA,CL0002266774,ENELCHILE.SN,Chile
Enel SpA,IT0003128367,ENEL.MI,Italy
ENEOS Holdings Inc,JP3386450005,5020.T,Japan
Engie Brasil Energia SA,BREGIEACNOR9,EGIE3.SA,Brazil
Engie SA,FR0010208488,ENGI.PA,France
Eni SpA,IT0003132476,ENI.MI,Italy
ENN Energy Holdings Ltd,KYG3066L1014,2688.HK,Hong Kong
ENN Natural Gas Co Ltd,CNE000000DG7,600803.SS,China
Enphase Energy Inc,US29355A1079,ENPH,United States
Entain PLC,IM00B5VQMV65,ENT.L,United Kingdom
Entegris Inc,US29362U1043,ENTG,United States
Entergy Corp,US29364G1031,ETR,United States
Environmental Group Ltd/The,AU000000EGL9,EGL.AX,Australia
EOG Resources Inc,US26875P1012,EOG,United States
E.ON SE,DE000ENAG999,EOAN.DE,Germany
Eoptolink Technology Inc Ltd,CNE100002615,300502.SZ,China
EPAM Systems Inc,US29414B1044,EPAM,United States
Epiroc AB,SE0015658109,SE0015658109.SG,Germany
Epiroc AB,SE0015658117,,
EQT AB,SE0012853455,SE0012853455.SG,Germany
EQT Holdings Ltd,AU000000EQT1,EQT.AX,Australia
Equatorial Energia SA,BREQTLACNOR0,EQTL3.SA,Brazil
Equifax Inc,US2944291051,EFX,United States
Equinor ASA,NO0010096985,EQNR.OL,Norway
Equitable Holdings Inc,US29452E1010,EQH,United States
Eregli Demir ve Celik Fabrikalari TAS,TRAEREGL91G3,EREGL.IS,Turkey
Erie Indemnity Co,US29530P1021,ERIE,United States
Erste Group Bank AG,AT0000652011,EBS.VI,Austria
Essential Utilities Inc,US29670G1022,WTRG,United States
EssilorLuxottica SA,FR0000121667,EL.PA,France
Essity AB,SE0009922164,ESSITY-B.ST,Sweden
Estee Lauder Cos Inc/The,US5184391044,EL,United States
E.Sun Financial Holding Co Ltd,TW0002884004,2884.TW,Taiwan
Etsy Inc,US29786A1060,ETSY,United States
Eurazeo SE,FR0000121121,RF.PA,France
Eurobank Ergasias Services and Holdings SA,GRS323003012,EUROB.AT,Greece
Eurofins Scientific SE,FR0014000MR3,ERF.PA,France
Euronext NV,NL0006294274,ENX.PA,France
Eva Airways Corp,TW0002618006,2618.TW,Taiwan
Eve Energy Co Ltd,CNE100000GS4,300014.SZ,China
Everbright Securities Co Ltd,CNE100000FD8,601788.SS,China
Everest Group Ltd,BMG3223R1088,EG,United States
Evergreen Marine Corp Taiwan Ltd,TW0002603008,2603.TW,Taiwan
Evergy Inc,US30034W1062,EVRG,United States
Eversource Energy,US30040W1080,ES,United States
Evolution AB,SE0012673267,EVO.ST,Sweden
Evolution Mining Ltd,AU000000EVN4,EVN.AX,Australia
Evonik Industries AG,DE000EVNK013,EVK.DE,Germany
EVT Ltd,AU000000EVT1,EVT.AX,Australia
Exact Sciences Corp,US30063P1057,EXAS,United States
Exelon Corp,US30161N1019,EXC,United States
EXOR NV,NL0012059018,EXO.AS,Netherlands
Expand Energy Corp,US1651677353,EXE,United States
Expedia Group Inc,US30212P3038,EXPE,United States
Expeditors International of Washington Inc,US3021301094,EXPD,United States
Experian PLC,GB00B19NLV48,EXPN.L,United Kingdom
Exxon Mobil Corp,US30231G1022,XOM,United States
F5 Inc,US3156161024,FFIV,United States
FactSet Research Systems Inc,US3030751057,FDS,United States
Fairfax Financial Holdings Ltd,CA3039011026,FFH.TO,Canada
Fair Isaac Corp,US3032501047,FICO,United States
Falabella SA,CLP3880F1085,FALABELLA.SN,Chile
FANUC Corp,JP3802400006,6954.T,Japan
Far Eastern New Century Corp,TW0001402006,1402.TW,Taiwan
Far East Horizon Ltd,HK0000077468,3360.HK,Hong Kong
Far EasTone Telecommunications Co Ltd,TW0004904008,4904.TW,Taiwan
Fastenal Co,US3119001044,FAST,United States
Fastighets AB Balder,SE0017832488,BALD-B.ST,Sweden
Fast Retailing Co Ltd,JP3802300008,9983.T,Japan
