Name,Stock ID,Yahoo ticker,LC
Duke Energy Corp,US26441C2044,DUK,United States
Dynatrace Inc,US2681501092,DT,United States
E Ink Holdings Inc,TW0008069006,8069.TWO,Taiwan
E.ON SE,DE000ENAG999,EOAN.DE,Germany
EBOS Group Ltd,NZEBOE0001S6,EBO.NZ,New Zealand
EDP Renovaveis SA,ES0127797019,EDPR.LS,Portugal
EDP SA,PTEDP0AM0009,EDP.LS,Portugal
EMCOR Group Inc,US29084Q1004,EME,United States
EMS-Chemie Holding AG,CH0016440353,EMSN.SW,Switzerland
ENEOS Holdings Inc,JP3386450005,5020.T,Japan
EOG Resources Inc,US26875P1012,EOG,United States
EPAM Systems Inc,US29414B1044,EPAM,United States
EQT AB,SE0012853455,SE0012853455.SG,Germany
EQT Corp,SE0012853455,SE0012853455.SG,Germany
ERO Copper Corp,CA2960061091,ERO.TO,Canada
EVT Ltd,AU000000EVT1,EVT.AX,Australia
EXOR NV,NL0012059018,EXO.AS,Netherlands
Eagers Automotive Ltd,AU000000APE3,APE.AX,Australia
East Japan Railway Co,JP3783600004,9020.T,Japan
Eastman Chemical Co,US2774321002,EMN,United States
Eaton Corp PLC,IE00B8KQN827,ETN,United States
Ecolab Inc,US2788651006,ECL,United States
Edenred SE,FR0010908533,EDEN.PA,France
Edison International,US2810201077,EIX,United States
Edwards Lifesciences Corp,US28176E1082,EW,United States
Eiffage SA,FR0000130452,FGR.PA,France
Eisai Co Ltd,JP3160400002,4523.T,Japan
Elbit Systems Ltd,IL0010811243,ESLT.TA,Israel
Elders Ltd,AU000000ELD6,AU000000ELD6.SG,Germany
Electronic Arts Inc,US2855121099,EA,United States
Element Fleet Management Corp,CA2861812014,EFN.TO,Canada
Elevance Health Inc,US0367521038,ELV,United States
Eli Lilly & Co,US5324571083,LLY,United States
Elia Group SA/NV,BE0003822393,ELI.BR,Belgium
Elisa Oyj,FI0009007884,ELISA.HE,Finland
Emera Inc,CA2908761018,EMA.TO,Canada
Emerald Resources NL,AU000000EMR4,EMR.AX,Australia
Emerson Electric Co,AU000000EMR4,EMR.AX,Australia
Empire Co Ltd,CA2918434077,EMP-A.TO,Canada
Enbridge Inc,CA29250N1050,ENB.TO,Canada
Endeavour Group Ltd/Australia,AU0000154833,AU0000154833.SG,Germany
Endeavour Mining PLC,AU0000154833,AU0000154833.SG,Germany
Endesa SA,ES0130670112,ELE.MC,Spain
Enel SpA,IT0003128367,ENEL.MI,Italy
Engie SA,FR0010208488,ENGI.PA,France
Eni SpA,IT0003132476,ENI.MI,Italy
Enphase Energy Inc,US29355A1079,ENPH,United States
Entain PLC,IM00B5VQMV65,ENT.L,United Kingdom
Entegris Inc,US29362U1043,ENTG,United States
Entergy Corp,US29364G1031,ETR,United States
Epiroc AB,SE0015658109,SE0015658109.SG,Germany
Epiroc AB,SE0015658117,,
Equifax Inc,US2944291051,EFX,United States
Equinor ASA,NO0010096985,EQNR.OL,Norway
Equitable Holdings Inc,US29452E1010,EQH,United States
Erie Indemnity Co,US29530P1021,ERIE,United States
Erste Group Bank AG,AT0000652011,EBS.VI,Austria
Essential Utilities Inc,US29670G1022,WTRG,United States
EssilorLuxottica SA,FR0000121667,EL.PA,France
Essity AB,SE0009922164,ESSITY-B.ST,Sweden
Estee Lauder Cos Inc/The,FR0000121667,EL.PA,France
Eurazeo SE,FR0000121121,RF.PA,France
Eurobank Ergasias Services and Holdings,GRS323003012,EUROB.AT,Greece
Eurofins Scientific SE,FR0014000MR3,ERF.PA,France
Euronext NV,NL0006294274,ENX.PA,France
Evercore Inc,US29977A1051,EVR,United States
Everest Group Ltd,BMG3223R1088,EG,United States
Evergy Inc,US30034W1062,EVRG,United States
Eversource Energy,US30040W1080,ES,United States
Evolution AB,SE0012673267,EVO.ST,Sweden
Evolution Mining Ltd,AU000000EVN4,EVN.AX,Australia
Evonik Industries AG,DE000EVNK013,EVK.DE,Germany
Exact Sciences Corp,US30063P1057,EXAS,United States
Exelixis Inc,US30161Q1040,EXEL,United States
Exelon Corp,US30161N1019,EXC,United States
Expand Energy Corp,US1651677353,EXE,United States
Expedia Group Inc,US30212P3038,EXPE,United States
Expeditors International of Washington Inc,US3021301094,EXPD,United States
Experian PLC,GB00B19NLV48,EXPN.L,United Kingdom
Exxon Mobil Corp,US30231G1022,XOM,United States
F5 Inc,US3156161024,FFIV,United States
FANUC Corp,JP3802400006,6954.T,Japan
FUJIFILM Holdings Corp,JP3814000000,4901.T,Japan
Fabrinet,KYG3323L1005,FN,United States
FactSet Research Systems Inc,US3030751057,FDS,United States
Fair Isaac Corp,US3032501047,FICO,United States
Fairfax Financial Holdings Ltd,CA3039011026,FFH.TO,Canada
Fast Retailing Co Ltd,JP3802300008,9983.T,Japan
Fastenal Co,US3119001044,FAST,United States
Fastighets AB Balder,SE0017832488,BALD-B.ST,Sweden
FedEx Corp,US31428X1063,FDX,United States
Ferguson Enterprises Inc,US31488V1070,FERG,United States
Ferrari NV,NL0011585146,RACE.MI,Italy
Ferrovial SE,NL0015001FS8,FER.MC,Spain
Fidelity National Financial Inc,US31620R3030,FNF,United States
Fidelity National Information Services Inc,US31620M1062,FIS,United States
Fifth Third Bancorp,US3167731005,FITB,United States
FinecoBank Banca Fineco SpA,IT0000072170,FBK.MI,Italy
Firefinch Ltd,AU0000114522,,
First Citizens BancShares Inc/NC,US31946M1036,FCNCA,United States
First Horizon Corp,US3205171057,FHN,United States
First Quantum Minerals Ltd,CA3359341052,FM.TO,Canada
First Solar Inc,US3364331070,FSLR,United States
FirstEnergy Corp,US3379321074,FE,United States
FirstService Corp,CA33767E2024,FSV.TO,Canada
Fiserv Inc,US3377381088,FI,United States
Fisher & Paykel Healthcare Corp Ltd,NZFAPE0001S2,FPH.NZ,New Zealand
FleetPartners Group Ltd,AU0000272924,FPR.AX,Australia
Fletcher Building Ltd,NZFBUE0001S0,FBU.NZ,New Zealand
Flight Centre Travel Group Ltd,AU000000FLT9,FLT.AX,Australia
Flutter Entertainment PLC,IE00BWT6H894,FLUT,United States
Fomento Economico Mexicano SAB de CV,MXP320321310,FEMSAUBD.MX,Mexico
Ford Motor Co,US3453708600,F,United States
Fortescue Ltd,AU000000FMG4,FMG.AX,Australia
Fortinet Inc,US34959E1091,FTNT,United States
Fortis Inc/Canada,CA3495531079,FTS.TO,Canada
Fortive Corp,US34959J1088,FTV,United States
Fortum Oyj,FI0009007132,FORTUM.HE,Finland
Fortune Brands Innovations Inc,US34964C1062,FBIN,United States
Fox Corp,US35137L2043,FOX,United States
Fox Corp,US35137L1052,FOXA,United States
Franco-Nevada Corp,CA3518581051,FNV.TO,Canada
Franklin Resources Inc,AU000000BEN6,BEN.AX,Australia
Freeport-McMoRan Inc,US35671D8570,FCX,United States
Fresenius Medical Care AG,DE0005785802,FME.DE,Germany
Fresenius SE & Co KGaA,DE0005785604,FRE.DE,Germany
Fuji Electric Co Ltd,JP3820000002,6504.T,Japan
Fujikura Ltd,JP3811000003,5803.T,Japan
Fujitsu Ltd,JP3818000006,6702.T,Japan
Furukawa Electric Co Ltd,JP3827200001,5801.T,Japan
Futu Holdings Ltd,US36118L1061,US36118L1061.SG,Germany
G8 Education Ltd,AU000000GEM7,GEM.AX,Australia
GE HealthCare Technologies Inc,US36266G1076,GEHC,United States
GE Vernova Inc,US36828A1016,GEV,United States
GEA Group AG,DE0006602006,G1A.F,Germany
GFL Environmental Inc,CA36168Q1046,CA36168Q1046.SG,Germany
GSK PLC,GB00BN7SWP63,GSK.L,United Kingdom
GWA Group Ltd,AU000000GWA4,GWA.AX,Australia
GXO Logistics Inc,US36262G1013,GXO,United States
Galaxy Entertainment Group Ltd,HK0027032686,0027.HK,Hong Kong
Galderma Group AG,CH1335392721,GALD.SW,Switzerland
Galp Energia SGPS SA,PTGAL0AM0009,GALP.LS,Portugal
Garmin Ltd,CH0114405324,GRMN,United States
Gartner Inc,US3666511072,IT,United States
Gates Industrial Corp PLC,GB00BD9G2S12,GTES,United States
Gaztransport Et Technigaz SA,FR0011726835,GTT.PA,France
Geberit AG,CH0030170408,GEBN.SW,Switzerland
Gen Digital Inc,US6687711084,GEN,United States
General Dynamics Corp,US3695501086,GD,United States
General Electric Co,US3696043013,GE,United States
General Mills Inc,US3703341046,GIS,United States
General Motors Co,US37045V1008,GM,United States
Generali,IT0000062072,G.MI,Italy
Genesis Minerals Ltd,AU000000GMD9,GMD.AX,Australia
Genmab A/S,DK0010272202,GMAB.CO,Denmark
Genting Singapore Ltd,SGXE21576413,G13.SI,Singapore
Gentrack Group Ltd,NZGTKE0002S9,GTK.NZ,New Zealand
Genuine Parts Co,US3724601055,GPC,United States
George Weston Ltd,CA9611485090,WN.TO,Canada
Getinge AB,SE0000202624,GETI-B.ST,Sweden
Getlink SE,FR0010533075,GET.PA,France
Gildan Activewear Inc,CA3759161035,CA3759161035.SG,Germany
Gilead Sciences Inc,US3755581036,GILD,United States
Givaudan SA,CH0010645932,GIVN.SW,Switzerland
Gjensidige Forsikring ASA,NO0010582521,GJF.OL,Norway
Glencore PLC,JE00B4T3BW64,GLEN.L,United Kingdom
Global Payments Inc,US37940X1028,GPN,United States
Global-e Online Ltd,IL0011741688,GLBE,United States
GoDaddy Inc,US3802371076,GDDY,United States
Godrej Consumer Products Ltd,INE102D01028,GODREJCP.NS,India
Gold Road Resources Ltd,AU000000GOR5,GOR.AX,Australia
Goldman Sachs Group Inc/The,US38141G1040,GS,United States
Grab Holdings Ltd,KYG4124C1096,GRAB,United States
Graco Inc,US3841091040,GGG,United States
GrainCorp Ltd,AU000000GNC9,GNC.AX,Australia
Graphic Packaging Holding Co,US3886891015,GPK,United States
Great-West Lifeco Inc,CA39138C1068,GWO.TO,Canada
Greatland Gold PLC,GB00B15XDH89,,
Grifols SA,ES0171996087,GRF.MC,Spain
Groupe Bruxelles Lambert NV,BE0003797140,GBLB.BR,Belgium
Grupo Aeroportuario del Pacifico SAB de,MX01GA000004,GAPB.MX,Mexico
Grupo Financiero Banorte SAB de CV,MXP370711014,GFNORTEO.MX,Mexico
Grupo Financiero Galicia SA,US3999091008,GGAL,United States
Grupo Mexico SAB de CV,MXP370841019,GMEXICOB.MX,Mexico
Gulfport Energy Corp,US4026355028,GPOR,United States
Guzman y Gomez Ltd,AU0000336679,GYG.AX,Australia
H & M Hennes & Mauritz AB,SE0000106270,HM-B.ST,Sweden
H&R Block Inc,US0936711052,HRB,United States
HCA Healthcare Inc,US40412C1018,HCA,United States
HD Hyundai Electric Co Ltd,KR7267260008,267260.KS,South Korea
HDFC Bank Ltd,US40415F1012,HDB,United States
HDFC Bank Ltd,INE040A01034,HDFCBANK.NS,India
HEICO Corp,US4228061093,HEI,United States
HEICO Corp,US4228062083,HEI-A,United States
HF Sinclair Corp,US4039491000,DINO,United States
HMC Capital Ltd,AU0000058943,HMC.AX,Australia
HOCHTIEF AG,DE0006070006,HOT.DE,Germany
HP Inc,US40434L1052,HPQ,United States
HSBC Holdings PLC,GB0005405286,HSBA.L,United Kingdom
HSBC Holdings PLC,GB0005405286,HSBA.L,United Kingdom
HUB24 Ltd,AU000000HUB4,HUB.AX,Australia
Haitian International Holdings Ltd,KYG4232C1087,1882.HK,Hong Kong
Haleon PLC,GB00BMX86B70,HLN.L,United Kingdom
Halliburton Co,US4062161017,HAL,United States
Halma PLC,GB0004052071,HLMA.L,United Kingdom
Hang Seng Bank Ltd,HK0011000095,0011.HK,Hong Kong
Hankyu Hanshin Holdings Inc,JP3774200004,9042.T,Japan
Hannover Rueck SE,DE0008402215,HNR1.DE,Germany
Hansen Technologies Ltd,AU000000HSN3,HSN.AX,Australia
Hargreaves Lansdown PLC,GB00B1VZ0M25,,
Harmoney Corp Ltd,NZHMYE0001S5,HMY.AX,Australia
Harmony Biosciences Holdings Inc,US4131971040,HRMY,United States
Hartford Financial Services Group Inc,US4165151048,HIG,United States
Harvey Norman Holdings Ltd,AU000000HVN7,HVN.AX,Australia
Healius Ltd,AU0000033359,HLS.AX,Australia
Heidelberg Materials AG,US4228061093,HEI,United States
Heineken Holding NV,NL0000008977,HEIO.AS,Netherlands
Heineken NV,NL0000009165,HEIA.AS,Netherlands
Helia Group Ltd,AU0000251498,HLI.AX,Australia
Helvetia Holding AG,CH0466642201,HELN.SW,Switzerland
Henkel AG & Co KGaA,DE0006048408,HEN.DE,Germany
Henkel AG & Co KGaA,DE0006048432,HEN3.DE,Germany
Henry Schein Inc,US8064071025,HSIC,United States
Herc Holdings Inc,US42704L1044,HRI,United States
Hermes International SCA,FR0000052292,RMS.PA,France
Hershey Co/The,US4278661081,HSY,United States
Hess Corp,US42809H1077,,
Hess Midstream LP,US4281031058,HESM,United States
Hewlett Packard Enterprise Co,US42824C1099,HPE,United States
Hexagon AB,SE0015961909,HEXA-B.ST,Sweden
Hikari Tsushin Inc,JP3783420007,9435.T,Japan
Hikma Pharmaceuticals PLC,GB00B0LCW083,HIK.L,United Kingdom
Hilton Worldwide Holdings Inc,US43300A2033,HLT,United States
Hims & Hers Health Inc,US4330001060,HIMS,United States
Hitachi Construction Machinery Co Ltd,JP3787000003,6305.T,Japan
Hitachi Ltd,JP3788600009,6501.T,Japan
Holcim AG,CH0012214059,HOLN.SW,Switzerland
Holmen AB,SE0011090018,HOLM-B.ST,Sweden
Hologic Inc,US4364401012,HOLX,United States
Home Depot Inc/The,US4370761029,HD,United States
Honda Motor Co Ltd,JP3854600008,7267.T,Japan
Honeywell International Inc,US4385161066,HON,United States
Hong Kong & China Gas Co Ltd,HK0003000038,0003.HK,Hong Kong
Hong Kong Exchanges & Clearing Ltd,HK0388045442,0388.HK,Hong Kong
Hongkong Land Holdings Ltd,BMG4587L1090,H78.SI,Singapore
Horizon Robotics Inc,KYG4602S1057,9660.HK,Hong Kong
Hormel Foods Corp,US4404521001,HRL,United States
Hoshizaki Corp,JP3845770001,6465.T,Japan
Howmet Aerospace Inc,US4432011082,HWM,United States
Hoya Corp,JP3837800006,7741.T,Japan
HubSpot Inc,US4435731009,HUBS,United States
Hubbell Inc,US4435106079,HUBB,United States
Hulic Co Ltd,JP3360800001,3003.T,Japan
Humana Inc,US4448591028,HUM,United States
Humm Group Ltd,US4448591028,HUM,United States
Huntington Bancshares Inc/OH,US4461501045,HBAN,United States
Huntington Ingalls Industries Inc,US4464131063,HII,United States
Hyatt Hotels Corp,US4485791028,H,United States
Hydro One Ltd,US4485791028,H,United States
ICL Group Ltd,IL0002810146,ICL,United States
IDEX Corp,US45167R1041,IEX,United States
IDEXX Laboratories Inc,US45168D1046,IDXX,United States
IDP Education Ltd,AU000000IEL5,IEL.AX,Australia
IGM Financial Inc,CA4495861060,IGM.TO,Canada
IGO Ltd,AU000000IGO4,IGO.AX,Australia
IMCD NV,NL0010801007,IMCD.AS,Netherlands
ING Groep NV,NL0011821202,INGA.AS,Netherlands
IPH Ltd,AU000000IPH9,IPH.AX,Australia
IQVIA Holdings Inc,US46266C1053,IQV,United States
IRESS Ltd,AU000000IRE2,IRE.AX,Australia
ITOCHU Corp,JP3143600009,8001.T,Japan
Iberdrola SA,ES0144580Y14,IBE.MC,Spain
Idemitsu Kosan Co Ltd,JP3142500002,5019.T,Japan
Illinois Tool Works Inc,US4523081093,ITW,United States
Illumina Inc,US4523271090,ILMN,United States
Iluka Resources Ltd,AU000000ILU1,ILU.AX,Australia
Imdex Ltd,AU000000IMD5,IMD.AX,Australia
Immutep Ltd,AU000000IMM6,IMM.AX,Australia
Imperial Oil Ltd,CA4530384086,IMO.TO,Canada
InPost SA,LU2290522684,INPST.AS,Netherlands
InRetail Peru Corp,PAL1801171A1,,
InRetail Peru Corp,PAL1801171A1,,
Incitec Pivot Ltd,AU000000IPL1,DNL.AX,Australia
Incyte Corp,US45337C1027,INCY,United States
Indraprastha Gas Ltd,INE203G01027,IGL.NS,India
Industria de Diseno Textil SA,ES0148396007,ITX.MC,Spain
Industrivarden AB,SE0000190126,INDU-A.ST,Sweden
Industrivarden AB,SE0000107203,INDU-C.ST,Sweden
Indutrade AB,SE0001515552,INDT.ST,Sweden
Infineon Technologies AG,DE0006231004,IFX.DE,Germany
Infomedia Ltd,AU000000IFM0,IFM.AX,Australia
Informa PLC,GB00BMJ6DW54,INF.L,United Kingdom
Infrastrutture Wireless Italiane SpA,IT0005090300,INW.MI,Italy
Infratil Ltd,NZIFTE0003S3,IFT.NZ,New Zealand
Ingersoll Rand Inc,US45687V1061,IR,United States
Inghams Group Ltd,AU000000ING6,ING.AX,Australia
Inpex Corp,JP3294460005,1605.T,Japan
Insignia Financial Ltd,AU000000IFL2,IFL.AX,Australia
Insulet Corp,US45784P1012,PODD,United States
Insurance Australia Group Ltd,AU000000IAG3,IAG.AX,Australia
Intact Financial Corp,CA45823T1066,IFC.TO,Canada
Integral Diagnostics Ltd,AU000000IDX2,IDX.AX,Australia
Intel Corp,US4581401001,INTC,United States
Intelligent Monitoring Group Ltd,AU0000199713,IMB.AX,Australia
InterContinental Hotels Group PLC,GB00BHJYC057,IHG.L,United Kingdom
Interactive Brokers Group Inc,US45841N1072,IBKR,United States
Intercontinental Exchange Inc,US45866F1049,ICE,United States
International Business Machines Corp,US4592001014,IBM,United States
International Flavors & Fragrances Inc,US4595061015,IFF,United States
International Paper Co,US4601461035,IP,United States
Interpublic Group of Cos Inc/The,US4606901001,IPG,United States
Intertek Group PLC,GB0031638363,ITRK.L,United Kingdom
Intesa Sanpaolo SpA,IT0000072618,ISP.MI,Italy
Intuit Inc,US4612021034,INTU,United States
Intuitive Surgical Inc,US46120E6023,ISRG,United States
Investment AB Latour,SE0010100958,LATO-B.ST,Sweden
Investor AB,SE0015811963,INVE-B.ST,Sweden
IperionX Ltd,AU0000208910,IPX.AX,Australia
Ipsen SA,FR0010259150,IPN.PA,France
Israel Discount Bank Ltd,IL0006912120,DSCT.TA,Israel
Isuzu Motors Ltd,JP3137200006,7202.T,Japan
Itau Unibanco Holding SA,US4655621062,BVXB.SG,Germany
Ivanhoe Mines Ltd,CA46579R1047,IVN.TO,Canada
J M Smucker Co/The,US8326964058,SJM,United States
J Sainsbury PLC,GB00B019KW72,SBRY.L,United Kingdom
JB Hi-Fi Ltd,AU000000JBH7,JBH.AX,Australia
JB Hunt Transport Services Inc,US4456581077,JBHT,United States
JD Sports Fashion PLC,GB00BM8Q5M07,JD.L,United Kingdom
JD.com Inc,KYG8208B1014,9618.HK,Hong Kong
JDE Peet's NV,NL0014332678,NL0014332678.SG,Germany
JFE Holdings Inc,JP3386030005,5411.T,Japan
JPMorgan Chase & Co,US46625H1005,JPM,United States
JSW Energy Ltd,INE121E01018,JSWENERGY.BO,India
Jabil Inc,US4663131039,JBL,United States
Jack Henry & Associates Inc,US4262811015,JKHY,United States
Jacobs Solutions Inc,US46982L1089,J,United States
James Hardie Industries PLC,AU000000JHX1,JHX.AX,Australia
Japan Airlines Co Ltd,JP3705200008,9201.T,Japan
Japan Exchange Group Inc,JP3183200009,8697.T,Japan
Japan Post Bank Co Ltd,JP3946750001,7182.T,Japan
Japan Post Holdings Co Ltd,JP3752900005,6178.T,Japan
Japan Post Insurance Co Ltd,JP3233250004,7181.T,Japan
Jardine Matheson Holdings Ltd,BMG507361001,J36.SI,Singapore
Jazz Pharmaceuticals PLC,IE00B4Q5ZN47,JAZZ,United States
Jeronimo Martins SGPS SA,PTJMT0AE0001,JMT.LS,Portugal
Joby Aviation Inc,KYG651631007,JOBY,United States
Johns Lyng Group Ltd,AU000000JLG8,JLG.AX,Australia
Johnson & Johnson,US4781601046,JNJ,United States
Johnson Controls International plc,IE00BY7QL619,JCI,United States
Judo Capital Holdings Ltd,AU0000182271,JDO.AX,Australia
Julius Baer Group Ltd,CH0102484968,BAER.SW,Switzerland
Juniper Networks Inc,US48203R1041,,
Jupiter Mines Ltd,AU0000005159,AU0000005159.SG,Germany
KB Home,US48666K1097,KBH,United States
KBC Group NV,BE0003565737,KBC.BR,Belgium
KDDI Corp,JP3496400007,9433.T,Japan
KE Holdings Inc,US4824971042,BEKE,United States
KKR & Co Inc,US48251W1045,KKR,United States
KLA Corp,US4824801009,KLAC,United States
KMD Brands Ltd,NZKMDE0001S3,KMD.NZ,New Zealand
KPIT Technologies Ltd,INE04I401011,KPITTECH.NS,India
Kajima Corp,JP3210200006,1812.T,Japan
Kansai Electric Power Co Inc/The,JP3228600007,9503.T,Japan
Kao Corp,JP3205800000,4452.T,Japan
Karoon Energy Ltd,AU000000KAR6,KAR.AX,Australia
Kawasaki Kisen Kaisha Ltd,JP3223800008,9107.T,Japan
Kellanova,US4878361082,K,United States
Kelsian Group Ltd,AU0000186678,KLS.AX,Australia
Kenvue Inc,US49177J1025,KVUE,United States
Keppel Ltd,SG1U68934629,BN4.SI,Singapore
Kering SA,FR0000121485,KER.PA,France
Kerry Group PLC,IE0004906560,KRZ.IR,Ireland
Kesko Oyj,FI0009000202,,
Keurig Dr Pepper Inc,US49271V1008,KDP,United States
KeyCorp,US4932671088,KEY,United States
Keyence Corp,JP3236200006,6861.T,Japan
Keyera Corp,US4932671088,KEY,United States
Keysight Technologies Inc,US49338L1035,KEYS,United States
Kikkoman Corp,JP3240400006,2801.T,Japan
Kimberly-Clark Corp,US4943681035,KMB,United States
Kinder Morgan Inc,US49456B1017,KMI,United States
Kingfisher PLC,GB0033195214,KGF.L,United Kingdom
Kingspan Group PLC,IE0004927939,KRX.IR,Ireland
Kinross Gold Corp,US4878361082,K,United States
Kirin Holdings Co Ltd,JP3258000003,2503.T,Japan
Knight-Swift Transportation Holdings Inc,US4990491049,KNX,United States
Knorr-Bremse AG,DE000KBX1006,KBX.DE,Germany
Kobe Bussan Co Ltd,JP3291200008,3038.T,Japan
Kogan.com Ltd,AU000000KGN2,KGN.AX,Australia
Kokusai Electric Corp,JP3293330001,6525.T,Japan
Komatsu Ltd,JP3304200003,6301.T,Japan
Konami Group Corp,JP3300200007,9766.T,Japan
Kone Oyj,FI0009013403,KNEBV.HE,Finland
Kongsberg Gruppen ASA,NO0003043309,,
Koninklijke Ahold Delhaize NV,NL0011794037,AD.AS,Netherlands
Koninklijke KPN NV,NL0000009082,KPN.AS,Netherlands
Koninklijke Philips NV,NL0000009538,PHIA.AS,Netherlands
Kotak Mahindra Bank Ltd,US4943681035,KMB,United States
Kraft Heinz Co/The,US5007541064,KHC,United States
Kroger Co/The,US5010441013,KR,United States
Kubota Corp,JP3266400005,6326.T,Japan
Kuehne + Nagel International AG,CH0025238863,KNIN.SW,Switzerland
Kweichow Moutai Co Ltd,CNE0000018R8,600519.SS,China
Kyocera Corp,JP3249600002,6971.T,Japan
Kyowa Kirin Co Ltd,JP3256000005,4151.T,Japan
L E Lundbergforetagen AB,SE0000108847,LUND-B.ST,Sweden
L'Oreal SA,FR0000120321,OR.PA,France
L3Harris Technologies Inc,US5024311095,LHX,United States
LEG Immobilien SE,DE000LEG1110,LEG.DE,Germany
LKQ Corp,US5018892084,LKQ,United States
LPL Financial Holdings Inc,US50212V1008,LPLA,United States
LVMH Moet Hennessy Louis Vuitton SE,FR0000121014,MC.PA,France
LY Corp,JP3933800009,4689.T,Japan
La Francaise des Jeux SACA,FR0013451333,FDJU.PA,France
Labcorp Holdings Inc,US5049221055,LH,United States
Lam Research Corp,US5128073062,LRCX,United States
Lamb Weston Holdings Inc,US5132721045,LW,United States
Las Vegas Sands Corp,US5178341070,LVS,United States
Lasertec Corp,JP3979200007,6920.T,Japan
Latin Resources Ltd,AU000000LRS6,,
Legal & General Group PLC,GB0005603997,LGEN.L,United Kingdom
Legrand SA,FR0010307819,LR.PA,France
Leidos Holdings Inc,US5253271028,LDOS,United States
Lennar Corp,US5260571048,LEN,United States
Lennox International Inc,US5261071071,LII,United States
Leo Lithium Ltd,AU0000221251,,
Leonardo SpA,IT0003856405,LDO.MI,Italy
Liberty Media Corp-Liberty Formula One,US5312297550,FWONK,United States
Lifco AB,SE0015949201,SE0015949201.SG,Germany
Life360 Inc,AU0000045098,360.AX,Australia
Lifestyle Communities Ltd,AU000000LIC9,LIC.AX,Australia
Light & Wonder Inc,AU0000278103,LNW.AX,Australia
Linde PLC,IE000S9YS762,LIN,United States
Liontown Resources Ltd,AU000000LTR4,LTR.AX,Australia
LivaNova PLC,GB00BYMT0J19,LIVN,United States
Live Nation Entertainment Inc,US5380341090,LYV,United States
Lloyds Banking Group PLC,GB0008706128,LLOY.L,United Kingdom
Loblaw Cos Ltd,CA5394811015,L.TO,Canada
Lockheed Martin Corp,US5398301094,LMT,United States
Loews Corp,CA5394811015,L.TO,Canada
Logitech International SA,CH0025751329,LOGN.SW,Switzerland
London Stock Exchange Group PLC,GB00B0SWJX34,LSEG.L,United Kingdom
Lonza Group AG,CH0013841017,LONN.SW,Switzerland
Lotes Co Ltd,TW0003533006,3533.TW,Taiwan
Lottery Corp Ltd/The,AU0000219529,TLC.AX,Australia
Lotus Bakeries NV,BE0003604155,LOTB.BR,Belgium
Lovisa Holdings Ltd,AU000000LOV7,LOV.AX,Australia
Lowe's Cos Inc,US5486611073,LOW,United States
Lululemon Athletica Inc,US5500211090,LULU,United States
Lundin Mining Corp,CA5503721063,LUN.TO,Canada
Lynas Rare Earths Ltd,AU000000LYC6,LYC.AX,Australia
Lynch Group Holdings Ltd,AU0000140477,LGL.AX,Australia
LyondellBasell Industries NV,NL0009434992,LYB,United States
M&G PLC,GB00BKFB1C65,MNG.L,United Kingdom
M&T Bank Corp,US55261F1049,MTB,United States
M3 Inc,JP3435750009,2413.T,Japan
MA Financial Group Ltd,AU0000156218,MAF.AX,Australia
MAC Copper Ltd,AU0000319733,MAC.AX,Australia
MEG Energy Corp,CA5527041084,MEG.TO,Canada
MEIJI Holdings Co Ltd,JP3918000005,2269.T,Japan
MGM Resorts International,US5529531015,MGM,United States
MINEBEA MITSUMI Inc,JP3906000009,6479.T,Japan
MS&AD Insurance Group Holdings Inc,JP3890310000,8725.T,Japan
MSCI Inc,US55354G1004,MSCI,United States
MTR Corp Ltd,HK0066009694,0066.HK,Hong Kong
MTU Aero Engines AG,DE000A0D9PT0,MTX.DE,Germany
Maas Group Holdings Ltd,AU0000118564,MGH.AX,Australia
Macquarie Group Ltd,AU000000MQG1,MQG.AX,Australia
Macquarie Technology Group Ltd,AU000000MAQ4,MAQ.AX,Australia
Magellan Financial Group Ltd,AU000000MFG4,MFG.AX,Australia
Magna International Inc,CA5592224011,MG.TO,Canada
Magontec Ltd,AU000000MGL2,MGL.AX,Australia
Makita Corp,JP3862400003,6586.T,Japan
Malaysia Airports Holdings Bhd,MYL5014OO005,,
Manhattan Associates Inc,US5627501092,MANH,United States
Manulife Financial Corp,CA56501R1064,MFC.TO,Canada
Marathon Petroleum Corp,US56585A1025,MPC,United States
Markel Group Inc,US5705351048,MKL,United States
MarketAxess Holdings Inc,US57060D1081,MKTX,United States
Marks & Spencer Group PLC,GB0031274896,MKS.L,United Kingdom
Marriott International Inc/MD,US5719032022,MAR,United States
Marsh & McLennan Cos Inc,US5717481023,MMC,United States
Martin Marietta Materials Inc,US5732841060,MLM,United States
Marubeni Corp,JP3877600001,8002.T,Japan
Maruti Suzuki India Ltd,INE585B01010,MARUTI.NS,India
Marvell Technology Inc,US5738741041,MRVL,United States
Masco Corp,US5745991068,MAS,United States
Mastercard Inc,US57636Q1040,MA,United States
Match Group Inc,US57667L1070,MTCH,United States
MatsukiyoCocokara & Co,JP3869010003,3088.T,Japan
Maximus Inc,US5779331041,MMS,United States
Mayne Pharma Group Ltd,AU000000MYX0,MYX.AX,Australia
Mayora Indah Tbk PT,ID1000060007,MYOR.JK,Indonesia
McCormick & Co Inc/MD,US5797802064,MKC,United States
McDonald's Corp,US5801351017,MCD,United States
McDonald's Holdings Co Japan Ltd,JP3750500005,2702.T,Japan
McKesson Corp,US58155Q1031,MCK,United States
