Effective Date,Option,Asset Class,Internal/External,Name/kind of investment item,Units,Value (AUD),Weighting,% Ownership / Property Held,Currency,Security Identifier
31/12/2024,Balanced Growth,Listed Equity,,Burlington Stores Inc,9193.742978,4232848.854,0.00006108,,,US1220171060
31/12/2024,Balanced Growth,Listed Equity,,Cadence Design Systems Inc,112431.8999,54560750.45,0.00078727,,,US1273871087
31/12/2024,Balanced Growth,Listed Equity,,CAE Inc,96191.93075,3942903.198,0.00005689,,,CA1247651088
31/12/2024,Balanced Growth,Listed Equity,,Caitong Securities Co Ltd,14217.17082,25701.64533,0.00000037,,,CNE100002V44
31/12/2024,Balanced Growth,Listed Equity,,CaixaBank SA,581998.8377,5096543.91,0.00007354,,,ES0140609019
31/12/2024,Balanced Growth,Listed Equity,,Caixa Seguridade Participacoes S/A,34737.36865,129413.1508,0.00000187,,,BRCXSEACNOR7
31/12/2024,Balanced Growth,Listed Equity,,Calix Ltd,1466.284121,1099.71309,0.00000002,,,AU0000017840
31/12/2024,Balanced Growth,Listed Equity,,Cambricon Technologies Corp Ltd,1288.405703,187587.6678,0.00000271,,,CNE1000041R8
31/12/2024,Balanced Growth,Listed Equity,,Cameco Corp,41833.46512,3472255.309,0.0000501,,,CA13321L1085
31/12/2024,Balanced Growth,Listed Equity,,Canadian Imperial Bank of Commerce,105053.1083,10727553.95,0.00015479,,,CA1360691010
31/12/2024,Balanced Growth,Listed Equity,,Canadian National Railway Co,25031.64331,4103340.706,0.00005921,,,CA1363751027
31/12/2024,Balanced Growth,Listed Equity,,Canadian Natural Resources Ltd,111310.264,5547625.294,0.00008005,,,CA1363851017
31/12/2024,Balanced Growth,Listed Equity,,Canadian Pacific Kansas City Ltd,45372.68875,5303335.267,0.00007652,,,CA13646K1084
31/12/2024,Balanced Growth,Listed Equity,,Canadian Tire Corp Ltd,31327.17904,5320042.872,0.00007676,,,CA1366812024
31/12/2024,Balanced Growth,Listed Equity,,Canadian Utilities Ltd,5058.210635,197963.1295,0.00000286,,,CA1367178326
31/12/2024,Balanced Growth,Listed Equity,,Canal+ SA,93528.95186,384051.1912,0.00000554,,,FR001400T0D6
31/12/2024,Balanced Growth,Listed Equity,,Canara Bank,105511.8919,199288.7164,0.00000288,,,INE476A01022
31/12/2024,Balanced Growth,Listed Equity,,Canon Inc,186057.0691,9868292.262,0.00014239,,,JP3242800005
31/12/2024,Balanced Growth,Listed Equity,,Capcom Co Ltd,21301.47674,760503.9838,0.00001097,,,JP3218900003
31/12/2024,Balanced Growth,Listed Equity,,Capgemini SE,9649.444844,2552263.669,0.00003683,,,FR0000125338
31/12/2024,Balanced Growth,Listed Equity,,CapitaLand Investment Ltd/Singapore,96823.02903,300334.8579,0.00000433,,,SGXE62145532
31/12/2024,Balanced Growth,Listed Equity,,Capital One Financial Corp,234192.0617,67449129.35,0.00097324,,,US14040H1059
31/12/2024,Balanced Growth,Listed Equity,,Capitec Bank Holdings Ltd,47135.533,12645226.7,0.00018246,,,ZAE000035861
31/12/2024,Balanced Growth,Listed Equity,,Capral Ltd,167022.3026,1661871.911,0.00002398,,,AU000000CAA9
31/12/2024,Balanced Growth,Listed Equity,,Capricorn Metals Ltd,1630268.913,10238088.77,0.00014773,,,AU000000CMM9
31/12/2024,Balanced Growth,Listed Equity,,Capstone Copper Corp,2524541.202,24765749.19,0.00035735,,,AU0000318552
31/12/2024,Balanced Growth,Listed Equity,,Cardinal Health Inc,96561.1265,18445101.24,0.00026615,,,US14149Y1082
31/12/2024,Balanced Growth,Listed Equity,,CAR Group Ltd,3522361.179,126910673.3,0.00183122,,,AU000000CAR3
31/12/2024,Balanced Growth,Listed Equity,,Carlisle Cos Inc,20356.89691,12127009.37,0.00017498,,,US1423391002
31/12/2024,Balanced Growth,Listed Equity,,Carlsberg AS,6010.996222,930187.5838,0.00001342,,,DK0010181759
31/12/2024,Balanced Growth,Listed Equity,,Carlyle Group Inc/The,24658.79925,2010858.075,0.00002902,,,US14316J1088
31/12/2024,Balanced Growth,Listed Equity,,Carl Zeiss Meditec AG,1298.657883,98866.9222,0.00000143,,,DE0005313704
31/12/2024,Balanced Growth,Listed Equity,,CarMax Inc,12901.59572,1703681.612,0.00002458,,,US1431301027
31/12/2024,Balanced Growth,Listed Equity,,Carnival Corp,75291.65808,3030393.475,0.00004373,,,PA1436583006
31/12/2024,Balanced Growth,Listed Equity,,Carrefour SA,97037.57745,2228252.986,0.00003215,,,FR0000120172
31/12/2024,Balanced Growth,Listed Equity,,Carrier Global Corp,76255.62152,8407023.699,0.00012131,,,US14448C1045
31/12/2024,Balanced Growth,Listed Equity,,Carvana Co,8338.068921,2738641.187,0.00003952,,,US1468691027
31/12/2024,Balanced Growth,Listed Equity,,Catcher Technology Co Ltd,247077.2423,2361401.901,0.00003407,,,TW0002474004
31/12/2024,Balanced Growth,Listed Equity,,Caterpillar Inc,76551.12031,44851303.24,0.00064717,,,US1491231015
31/12/2024,Balanced Growth,Listed Equity,,Cathay Financial Holding Co Ltd,538219.3606,1810987.507,0.00002613,,,TW0002882008
31/12/2024,Balanced Growth,Listed Equity,,Cboe Global Markets Inc,51828.80856,16356858.89,0.00023602,,,US12503M1080
31/12/2024,Balanced Growth,Listed Equity,,CBRE Group Inc,47758.86816,10127209.55,0.00014613,,,US12504L1098
31/12/2024,Balanced Growth,Listed Equity,,CCL Industries Inc,13188.61856,1095272.283,0.0000158,,,CA1249003098
31/12/2024,Balanced Growth,Listed Equity,,CCR SA,1341487.925,3566763.812,0.00005147,,,BRCCROACNOR2
31/12/2024,Balanced Growth,Listed Equity,,C&D International Investment Group Ltd,36579.34172,99329.12149,0.00000143,,,KYG3165D1097
31/12/2024,Balanced Growth,Listed Equity,,CD Projekt SA,3232.800934,242005.4457,0.00000349,,,PLOPTTC00011
31/12/2024,Balanced Growth,Listed Equity,,CDW Corp/DE,20065.13365,5640209.735,0.00008138,,,US12514G1085
31/12/2024,Balanced Growth,Listed Equity,,Celanese Corp,7247.211086,810109.7917,0.00001169,,,US1508701034
31/12/2024,Balanced Growth,Listed Equity,,CELCOMDIGI BHD,209152.5472,273478.0594,0.00000395,,,MYL6947OO005
31/12/2024,Balanced Growth,Listed Equity,,Cellnex Telecom SA,27995.99523,1428539.106,0.00002061,,,ES0105066007
31/12/2024,Balanced Growth,Listed Equity,,Celltrion Inc,9333.344926,1919952.623,0.0000277,,,KR7068270008
31/12/2024,Balanced Growth,Listed Equity,,Cemex SAB de CV,2658923.058,24220828.63,0.00034949,,,US1512908898
31/12/2024,Balanced Growth,Listed Equity,,Cemex SAB de CV,902704.6069,818993.7049,0.00001182,,,MXP225611567
31/12/2024,Balanced Growth,Listed Equity,,Cencora Inc,18744.7245,6802171.847,0.00009815,,,US03073E1055
31/12/2024,Balanced Growth,Listed Equity,,Cencosud SA,74039.83914,264530.9149,0.00000382,,,CL0000000100
31/12/2024,Balanced Growth,Listed Equity,,Cenovus Energy Inc,65290.36645,1597684.222,0.00002305,,,CA15135U1093
31/12/2024,Balanced Growth,Listed Equity,,Centene Corp,99185.34296,9704672.651,0.00014003,,,US15135B1017
31/12/2024,Balanced Growth,Listed Equity,,CenterPoint Energy Inc,43727.28309,2240921.738,0.00003233,,,US15189T1079
31/12/2024,Balanced Growth,Listed Equity,,Centrais Eletricas Brasileiras SA,14972.331,148117.7777,0.00000214,,,BRELETACNPB7
31/12/2024,Balanced Growth,Listed Equity,,Centrais Eletricas Brasileiras SA,72584.53607,647659.9264,0.00000935,,,BRELETACNOR6
31/12/2024,Balanced Growth,Listed Equity,,Central Japan Railway Co,85605.58477,2608487.53,0.00003764,,,JP3566800003
31/12/2024,Balanced Growth,Listed Equity,,Central Pattana PCL,119980.2408,323964.8343,0.00000467,,,TH0481010R10
31/12/2024,Balanced Growth,Listed Equity,,Central Retail Corp PCL,107543.2647,173210.9785,0.0000025,,,TH9597010R14
31/12/2024,Balanced Growth,Listed Equity,,Centrica PLC,1655693.251,4474385.001,0.00006456,,,GB00B033F229
31/12/2024,Balanced Growth,Listed Equity,,Cettire Ltd,7401.746332,11176.63696,0.00000016,,,AU0000122210
31/12/2024,Balanced Growth,Listed Equity,,CEZ AS,9435.068651,599847.951,0.00000866,,,CZ0005112300
31/12/2024,Balanced Growth,Listed Equity,,CF Industries Holdings Inc,14150.27154,1949933.243,0.00002814,,,US1252691001
31/12/2024,Balanced Growth,Listed Equity,,CGI Inc,44196.45184,7806304.977,0.00011264,,,CA12532H1047
31/12/2024,Balanced Growth,Listed Equity,,CGN Power Co Ltd,629977.5519,373308.1552,0.00000539,,,CNE100001T80
31/12/2024,Balanced Growth,Listed Equity,,CGN Power Co Ltd,94212.12679,86095.92683,0.00000124,,,CNE100003N43
31/12/2024,Balanced Growth,Listed Equity,,CG Power & Industrial Solutions Ltd,36301.33872,498556.6179,0.00000719,,,INE067A01029
31/12/2024,Balanced Growth,Listed Equity,,Chailease Holding Co Ltd,84693.67423,471481.7109,0.0000068,,,KYG202881093
31/12/2024,Balanced Growth,Listed Equity,,Chalice Mining Ltd,14164.05854,15651.28515,0.00000023,,,AU000000CHN7
31/12/2024,Balanced Growth,Listed Equity,,Challenger Ltd,2076020.247,12476881.68,0.00018003,,,AU000000CGF5
31/12/2024,Balanced Growth,Listed Equity,,Champion Iron Ltd,1794064.098,10315868.56,0.00014885,,,AU000000CIA2
31/12/2024,Balanced Growth,Listed Equity,,Chandra Asri Pacific Tbk PT,449438.1786,338255.0093,0.00000488,,,ID1000090301
31/12/2024,Balanced Growth,Listed Equity,,Changchun High-Tech Industry Group Co Ltd,1483.495525,32641.7219,0.00000047,,,CNE0000007J8
31/12/2024,Balanced Growth,Listed Equity,,Chang Hwa Commercial Bank Ltd,332632.2118,292508.1449,0.00000422,,,TW0002801008
31/12/2024,Balanced Growth,Listed Equity,,Changjiang Securities Co Ltd,12111.82648,18277.62406,0.00000026,,,CNE000000SH3
31/12/2024,Balanced Growth,Listed Equity,,Changzhou Xingyu Automotive Lighting Systems Co Ltd,2763.772486,81628.95517,0.00000118,,,CNE1000011H2
31/12/2024,Balanced Growth,Listed Equity,,Chaozhou Three-Circle Group Co Ltd,5690.119823,48486.48646,0.0000007,,,CNE100001Y42
31/12/2024,Balanced Growth,Listed Equity,,Charles River Laboratories International Inc,4708.062395,1403712.052,0.00002025,,,US1598641074
31/12/2024,Balanced Growth,Listed Equity,,Charles Schwab Corp/The,160601.9182,19197525.59,0.00027701,,,US8085131055
31/12/2024,Balanced Growth,Listed Equity,,Charoen Pokphand Foods PCL,230287.278,248724.2254,0.00000359,,,TH0101010R14
31/12/2024,Balanced Growth,Listed Equity,,Charoen Pokphand Indonesia Tbk PT,438545.6635,209476.2419,0.00000302,,,ID1000117708
31/12/2024,Balanced Growth,Listed Equity,,Charter Communications Inc,10093.42104,5587857.435,0.00008063,,,US16119P1084
31/12/2024,Balanced Growth,Listed Equity,,Check Point Software Technologies Ltd,37468.11832,11298227.71,0.00016302,,,IL0010824113
31/12/2024,Balanced Growth,Listed Equity,,Cheng Shin Rubber Industry Co Ltd,115428.145,278924.1787,0.00000402,,,TW0002105004
31/12/2024,Balanced Growth,Listed Equity,,Cheniere Energy Inc,20935.21527,7265363.329,0.00010483,,,US16411R2085
31/12/2024,Balanced Growth,Listed Equity,,Chevron Corp,182083.8701,42595538.64,0.00061462,,,US1667641005
31/12/2024,Balanced Growth,Listed Equity,,Chiba Bank Ltd/The,59101.19461,742518.1918,0.00001071,,,JP3511800009
31/12/2024,Balanced Growth,Listed Equity,,China Airlines Ltd,171516.469,216734.7945,0.00000313,,,TW0002610003
31/12/2024,Balanced Growth,Listed Equity,,China CITIC Bank Corp Ltd,4340917.567,4846780.661,0.00006994,,,CNE1000001Q4
31/12/2024,Balanced Growth,Listed Equity,,China Communications Services Corp Ltd,105673.6539,100191.0934,0.00000145,,,CNE1000002G3
31/12/2024,Balanced Growth,Listed Equity,,China Construction Bank Corp,21978040.17,29611575.25,0.00042727,,,CNE1000002H1
31/12/2024,Balanced Growth,Listed Equity,,China Construction Bank Corp,34222.00637,66561.03828,0.00000096,,,CNE100000742
31/12/2024,Balanced Growth,Listed Equity,,China CSSC Holdings Ltd,15944.52862,126869.4721,0.00000183,,,CNE000000W05
31/12/2024,Balanced Growth,Listed Equity,,China Eastern Airlines Corp Ltd,46675.24004,41311.62742,0.0000006,,,CNE000000TR0
31/12/2024,Balanced Growth,Listed Equity,,China Energy Engineering Corp Ltd,115590.7198,58571.20776,0.00000085,,,CNE100004QL0
31/12/2024,Balanced Growth,Listed Equity,,China Everbright Bank Co Ltd,165489.0063,141711.7514,0.00000204,,,CNE100000SL4
31/12/2024,Balanced Growth,Listed Equity,,China Everbright Bank Co Ltd,231669.1642,145469.7585,0.0000021,,,CNE100001QW3
31/12/2024,Balanced Growth,Listed Equity,,China Feihe Ltd,651038.6674,737735.7474,0.00001064,,,KYG2121Q1055
31/12/2024,Balanced Growth,Listed Equity,,China Galaxy Securities Co Ltd,208502.2478,307365.0721,0.00000444,,,CNE100001NT6
31/12/2024,Balanced Growth,Listed Equity,,China Galaxy Securities Co Ltd,31360.68897,105684.4895,0.00000152,,,CNE100002FG7
31/12/2024,Balanced Growth,Listed Equity,,China Gas Holdings Ltd,161599.403,227470.9613,0.00000328,,,BMG2109G1033
31/12/2024,Balanced Growth,Listed Equity,,China Greatwall Technology Group Co Ltd,8860.329439,28565.05994,0.00000041,,,CNE000000RL7
31/12/2024,Balanced Growth,Listed Equity,,China Hongqiao Group Ltd,170297.1576,416401.4811,0.00000601,,,KYG211501005
31/12/2024,Balanced Growth,Listed Equity,,China International Capital Corp Ltd,10486.07796,78169.95571,0.00000113,,,CNE1000048J0
31/12/2024,Balanced Growth,Listed Equity,,China International Capital Corp Ltd,90391.61776,240942.6777,0.00000348,,,CNE100002359
31/12/2024,Balanced Growth,Listed Equity,,China Jushi Co Ltd,23227.88199,58540.85503,0.00000084,,,CNE000000YM1
31/12/2024,Balanced Growth,Listed Equity,,China Life Insurance Co Ltd,441313.1342,1347008.859,0.00001944,,,CNE1000002L3
31/12/2024,Balanced Growth,Listed Equity,,China Life Insurance Co Ltd,9449.663278,87652.31279,0.00000126,,,CNE000001Q93
31/12/2024,Balanced Growth,Listed Equity,,China Literature Ltd,24223.65296,126922.2358,0.00000183,,,KYG2121R1039
31/12/2024,Balanced Growth,Listed Equity,,China Longyuan Power Group Corp Ltd,198341.3196,265580.7583,0.00000383,,,CNE100000HD4
31/12/2024,Balanced Growth,Listed Equity,,China Medical System Holdings Ltd,2760950.604,4334141.948,0.00006254,,,KYG211081248
31/12/2024,Balanced Growth,Listed Equity,,China Mengniu Dairy Co Ltd,2632783.22,9612517.77,0.0001387,,,KYG210961051
31/12/2024,Balanced Growth,Listed Equity,,China Merchants Bank Co Ltd,2630330.912,21876000.41,0.00031565,,,CNE1000002M1
31/12/2024,Balanced Growth,Listed Equity,,China Merchants Bank Co Ltd,71756.47534,623992.5456,0.000009,,,CNE000001B33
31/12/2024,Balanced Growth,Listed Equity,,China Merchants Energy Shipping Co Ltd,18696.10799,26517.64916,0.00000038,,,CNE000001PQ8
31/12/2024,Balanced Growth,Listed Equity,,China Merchants Expressway Network & Technology Holdings Co Ltd,26906.13802,83052.23297,0.0000012,,,CNE1000032B1
31/12/2024,Balanced Growth,Listed Equity,,China Merchants Port Holdings Co Ltd,82913.17457,238592.7151,0.00000344,,,HK0144000764
31/12/2024,Balanced Growth,Listed Equity,,China Merchants Securities Co Ltd,26499.70089,112347.1971,0.00000162,,,CNE100000HK9
31/12/2024,Balanced Growth,Listed Equity,,China Merchants Shekou Industrial Zone Holdings Co Ltd,27637.72486,62622.15038,0.0000009,,,CNE100002FC6
31/12/2024,Balanced Growth,Listed Equity,,China Minsheng Banking Corp Ltd,126442.5912,115549.7997,0.00000167,,,CNE0000015Y0
31/12/2024,Balanced Growth,Listed Equity,,China Minsheng Banking Corp Ltd,2506218.19,1792564.799,0.00002587,,,CNE100000HF9
31/12/2024,Balanced Growth,Listed Equity,,China National Building Material Co Ltd,230856.29,169919.2279,0.00000245,,,CNE1000002N9
31/12/2024,Balanced Growth,Listed Equity,,China National Chemical Engineering Co Ltd,39261.82678,72019.61087,0.00000104,,,CNE100000KC0
31/12/2024,Balanced Growth,Listed Equity,,China National Nuclear Power Co Ltd,67305.98877,155333.0122,0.00000224,,,CNE1000022N7
31/12/2024,Balanced Growth,Listed Equity,,China National Software & Service Co Ltd,3032.020992,31324.3291,0.00000045,,,CNE000001BB0
31/12/2024,Balanced Growth,Listed Equity,,China Northern Rare Earth Group High-Tech Co Ltd,18659.52865,87613.65249,0.00000126,,,CNE000000T18
31/12/2024,Balanced Growth,Listed Equity,,China Oilfield Services Ltd,107299.4024,157060.6952,0.00000227,,,CNE1000002P4
31/12/2024,Balanced Growth,Listed Equity,,China Overseas Land & Investment Ltd,221365.2781,570727.407,0.00000824,,,HK0688002218
31/12/2024,Balanced Growth,Listed Equity,,China Pacific Insurance Group Co Ltd,157430.4675,824872.5792,0.0000119,,,CNE1000009Q7
31/12/2024,Balanced Growth,Listed Equity,,China Pacific Insurance Group Co Ltd,24426.87153,184201.51,0.00000266,,,CNE1000008M8
31/12/2024,Balanced Growth,Listed Equity,,China Petroleum & Chemical Corp,113009.8441,167039.2307,0.00000241,,,CNE0000018G1
31/12/2024,Balanced Growth,Listed Equity,,China Petroleum & Chemical Corp,1412424.244,1306840.897,0.00001886,,,CNE1000002Q2
31/12/2024,Balanced Growth,Listed Equity,,China Power International Development Ltd,294260.4823,193949.5388,0.0000028,,,HK2380027329
31/12/2024,Balanced Growth,Listed Equity,,China Railway Group Ltd,250365.2722,206142.1568,0.00000297,,,CNE1000007Z2
31/12/2024,Balanced Growth,Listed Equity,,China Railway Group Ltd,73239.97087,103555.8807,0.00000149,,,CNE100000866
31/12/2024,Balanced Growth,Listed Equity,,China Railway Signal & Communication Corp Ltd,16111.98072,22317.6823,0.00000032,,,CNE100003MP2
31/12/2024,Balanced Growth,Listed Equity,,China Resources Beer Holdings Co Ltd,94987.83585,498685.7039,0.0000072,,,HK0291001490
31/12/2024,Balanced Growth,Listed Equity,,China Resources Gas Group Ltd,55031.58743,351847.6895,0.00000508,,,BMG2113B1081
31/12/2024,Balanced Growth,Listed Equity,,China Resources Land Ltd,197920.593,927972.4267,0.00001339,,,KYG2108Y1052
31/12/2024,Balanced Growth,Listed Equity,,China Resources Microelectronics Ltd,4707.354842,49153.29535,0.00000071,,,CNE100003S06
31/12/2024,Balanced Growth,Listed Equity,,China Resources Mixc Lifestyle Services Ltd,40806.28788,245201.1308,0.00000354,,,KYG2122G1064
31/12/2024,Balanced Growth,Listed Equity,,China Resources Pharmaceutical Group Ltd,93480.53995,110788.2262,0.0000016,,,HK0000311099
31/12/2024,Balanced Growth,Listed Equity,,China Resources Power Holdings Co Ltd,113802.3965,446735.9895,0.00000645,,,HK0836012952
31/12/2024,Balanced Growth,Listed Equity,,China Resources Sanjiu Medical & Pharmaceutical Co Ltd,4860.988078,47692.04819,0.00000069,,,CNE0000011K8
31/12/2024,Balanced Growth,Listed Equity,,China Ruyi Holdings Ltd,351161.6805,178883.6866,0.00000258,,,BMG4404N1149
31/12/2024,Balanced Growth,Listed Equity,,China Southern Airlines Co Ltd,38692.8148,55564.93049,0.0000008,,,CNE000001FG0
31/12/2024,Balanced Growth,Listed Equity,,China State Construction Engineering Corp Ltd,149495.7052,198474.9561,0.00000286,,,CNE100000F46
31/12/2024,Balanced Growth,Listed Equity,,China State Construction International Holdings Ltd,120305.3905,306671.2758,0.00000443,,,KYG216771363
31/12/2024,Balanced Growth,Listed Equity,,China Steel Corp,692274.8071,670156.938,0.00000967,,,TW0002002003
31/12/2024,Balanced Growth,Listed Equity,,China Taiping Insurance Holdings Co Ltd,85514.3722,206605.926,0.00000298,,,HK0000055878
31/12/2024,Balanced Growth,Listed Equity,,China Three Gorges Renewables Group Co Ltd,102097.0071,98723.42449,0.00000142,,,CNE1000051F2
31/12/2024,Balanced Growth,Listed Equity,,China Tourism Group Duty Free Corp Ltd,10181.25011,150961.5939,0.00000218,,,CNE100000G29
31/12/2024,Balanced Growth,Listed Equity,,China Tower Corp Ltd,2633712.604,613315.5073,0.00000885,,,CNE100003688
31/12/2024,Balanced Growth,Listed Equity,,China United Network Communications Ltd,113395.9593,133234.8547,0.00000192,,,CNE000001CS2
31/12/2024,Balanced Growth,Listed Equity,,China Vanke Co Ltd,131197.9056,144304.5845,0.00000208,,,CNE100001SR9
31/12/2024,Balanced Growth,Listed Equity,,China Vanke Co Ltd,34717.85966,55771.88828,0.0000008,,,CNE0000000T2
31/12/2024,Balanced Growth,Listed Equity,,China Yangtze Power Co Ltd,84498.27938,552498.4986,0.00000797,,,CNE000001G87
31/12/2024,Balanced Growth,Listed Equity,,China Zheshang Bank Co Ltd,88920.31535,57255.83089,0.00000083,,,CNE100003PS9
31/12/2024,Balanced Growth,Listed Equity,,Chipotle Mexican Grill Inc,394841.9024,38454278.79,0.00055487,,,US1696561059
31/12/2024,Balanced Growth,Listed Equity,,Chocoladefabriken Lindt & Spruengli AG,11.381281,2028369.142,0.00002927,,,CH0010570759
31/12/2024,Balanced Growth,Listed Equity,,Chocoladefabriken Lindt & Spruengli AG,57.997636,1040867.918,0.00001502,,,CH0010570767
31/12/2024,Balanced Growth,Listed Equity,,Cholamandalam Investment and Finance Co Ltd,24425.24578,546469.3208,0.00000789,,,INE121A01024
31/12/2024,Balanced Growth,Listed Equity,,Chongqing Brewery Co Ltd,1300.598817,18136.24897,0.00000026,,,CNE000000TL3
31/12/2024,Balanced Growth,Listed Equity,,Chongqing Changan Automobile Co Ltd,29503.27128,87217.24623,0.00000126,,,CNE000000R36
31/12/2024,Balanced Growth,Listed Equity,,Chongqing Zhifei Biological Products Co Ltd,11599.7157,67503.89926,0.00000097,,,CNE100000V20
31/12/2024,Balanced Growth,Listed Equity,,Chorus Ltd,2532660.519,20109324.52,0.00029016,,,NZCNUE0001S2
31/12/2024,Balanced Growth,Listed Equity,,Chow Tai Fook Jewellery Group Ltd,118842.2169,166296.5969,0.0000024,,,KYG211461085
31/12/2024,Balanced Growth,Listed Equity,,CH Robinson Worldwide Inc,28580.69265,4769372.787,0.00006882,,,US12541W2098
31/12/2024,Balanced Growth,Listed Equity,,Chrysos Corp Ltd,141403.1121,698531.3737,0.00001008,,,AU0000218190
31/12/2024,Balanced Growth,Listed Equity,,Chubb Ltd,72728.04578,32455396.99,0.00046831,,,CH0044328745
31/12/2024,Balanced Growth,Listed Equity,,Chubu Electric Power Co Inc,100743.2187,1713984.84,0.00002473,,,JP3526600006
31/12/2024,Balanced Growth,Listed Equity,,Chugai Pharmaceutical Co Ltd,126891.4981,9127051.215,0.0001317,,,JP3519400000
31/12/2024,Balanced Growth,Listed Equity,,Chunghwa Telecom Co Ltd,438331.7263,2666891.192,0.00003848,,,TW0002412004
31/12/2024,Balanced Growth,Listed Equity,,Church & Dwight Co Inc,25907.31047,4381417.231,0.00006322,,,US1713401024
31/12/2024,Balanced Growth,Listed Equity,,Cia de Minas Buenaventura SAA,9599.232142,178604.7894,0.00000258,,,US2044481040
31/12/2024,Balanced Growth,Listed Equity,,Cia de Saneamento Basico do Estado de Sao Paulo SABESP,28530.67822,660118.6372,0.00000953,,,BRSBSPACNOR5
31/12/2024,Balanced Growth,Listed Equity,,Cia Energetica de Minas Gerais,1222722.35,3551473.183,0.00005125,,,BRCMIGACNPR3
31/12/2024,Balanced Growth,Listed Equity,,Cia Paranaense de Energia - Copel,48218.88826,115346.63,0.00000166,,,BRCPLEACNPB9
31/12/2024,Balanced Growth,Listed Equity,,Cia Siderurgica Nacional SA,39403.2669,91270.95262,0.00000132,,,BRCSNAACNOR6
31/12/2024,Balanced Growth,Listed Equity,,Cie de Saint-Gobain SA,154329.1148,22119876.68,0.00031917,,,FR0000125007
31/12/2024,Balanced Growth,Listed Equity,,Cie Financiere Richemont SA,39054.6341,9598264.215,0.0001385,,,CH0210483332
31/12/2024,Balanced Growth,Listed Equity,,Cie Generale des Etablissements Michelin SCA,31845.31386,1693661.706,0.00002444,,,FR001400AJ45
31/12/2024,Balanced Growth,Listed Equity,,Cigna Group/The,164110.8271,73193190.33,0.00105612,,,US1255231003
31/12/2024,Balanced Growth,Listed Equity,,CIMB Group Holdings Bhd,434541.7726,1287052.163,0.00001857,,,MYL1023OO000
31/12/2024,Balanced Growth,Listed Equity,,Cincinnati Financial Corp,17588.97579,4082267.332,0.0000589,,,US1720621010
31/12/2024,Balanced Growth,Listed Equity,,Cintas Corp,70611.00869,20836035.34,0.00030065,,,US1729081059
31/12/2024,Balanced Growth,Listed Equity,,Cipla Ltd/India,31355.47433,904443.2617,0.00001305,,,INE059A01026
31/12/2024,Balanced Growth,Listed Equity,,Cisco Systems Inc,739029.4856,70662271.74,0.0010196,,,US17275R1023
31/12/2024,Balanced Growth,Listed Equity,,CITIC Ltd,347902.0364,666214.5954,0.00000961,,,HK0267001375
31/12/2024,Balanced Growth,Listed Equity,,CITIC Securities Co Ltd,43635.0903,281642.414,0.00000406,,,CNE000001DB6
31/12/2024,Balanced Growth,Listed Equity,,CITIC Securities Co Ltd,96955.57742,430395.9894,0.00000621,,,CNE1000016V2
31/12/2024,Balanced Growth,Listed Equity,,Citigroup Inc,444160.5479,50495778.03,0.00072862,,,US1729674242
31/12/2024,Balanced Growth,Listed Equity,,Citizens Financial Group Inc,14423.34321,1019406.446,0.00001471,,,US1746101054
31/12/2024,Balanced Growth,Listed Equity,,CJ CheilJedang Corp,491.788928,137854.6955,0.00000199,,,KR7097950000
31/12/2024,Balanced Growth,Listed Equity,,CK Asset Holdings Ltd,157240.974,1042927.094,0.00001505,,,KYG2177B1014
31/12/2024,Balanced Growth,Listed Equity,,CK Hutchison Holdings Ltd,136404.533,1176994.523,0.00001698,,,KYG217651051
31/12/2024,Balanced Growth,Listed Equity,,CK Infrastructure Holdings Ltd,27338.18065,328260.8863,0.00000474,,,BMG2178K1009
31/12/2024,Balanced Growth,Listed Equity,,Clariant AG,9927.879952,178526.8503,0.00000258,,,CH0012142631
31/12/2024,Balanced Growth,Listed Equity,,Clarity Pharmaceuticals Ltd,2798758.855,11670824.42,0.0001684,,,AU0000165375
31/12/2024,Balanced Growth,Listed Equity,,Cleanaway Waste Management Ltd,26583066.39,70445125.94,0.00101647,,,AU000000CWY3
31/12/2024,Balanced Growth,Listed Equity,,Clean Harbors Inc,17225.29999,6402698.117,0.00009239,,,US1844961078
31/12/2024,Balanced Growth,Listed Equity,,Clicks Group Ltd,14417.95076,460427.1006,0.00000664,,,ZAE000134854
31/12/2024,Balanced Growth,Listed Equity,,Clinuvel Pharmaceuticals Ltd,59966.31023,723193.7013,0.00001044,,,AU000000CUV3
31/12/2024,Balanced Growth,Listed Equity,,Clorox Co/The,30496.01027,7999446.056,0.00011543,,,US1890541097
31/12/2024,Balanced Growth,Listed Equity,,Close The Loop Ltd,4580477.369,1076412.185,0.00001553,,,AU0000186504
31/12/2024,Balanced Growth,Listed Equity,,Cloudflare Inc,207177.4643,36031445.3,0.00051991,,,US18915M1071
31/12/2024,Balanced Growth,Listed Equity,,CLP Holdings Ltd,79273.36009,1076311.523,0.00001553,,,HK0002007356
31/12/2024,Balanced Growth,Listed Equity,,CME Group Inc,61917.82888,23224061.05,0.00033511,,,US12572Q1058
31/12/2024,Balanced Growth,Listed Equity,,CMOC Group Ltd,221914.6731,242238.3342,0.0000035,,,CNE100000114
31/12/2024,Balanced Growth,Listed Equity,,CMOC Group Ltd,56681.72218,83404.67899,0.0000012,,,CNE100001NR0
31/12/2024,Balanced Growth,Listed Equity,,CMS Energy Corp,20664.23547,2224454.971,0.0000321,,,US1258961002
